Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
16077,umihara kawase jun: second edition kanzenban,Ds,2009.0,Puzzle,Genterprise,0.0,0.0,0.01,0.0,0.01
16078,infinite stratos 2: love and purge,Psv,2015.0,Action,5Pb,0.0,0.0,0.01,0.0,0.01
16079,fab 5 soccer,Ds,2008.0,Sports,Destineer,0.01,0.0,0.0,0.0,0.01
16080,destiny links,Ds,2009.0,Role-Playing,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
16081,best of tests,Ds,2008.0,Puzzle,Conspiracy Entertainment,0.01,0.0,0.0,0.0,0.01
16082,egg mania: eggstreme madness,Xb,2002.0,Puzzle,Kemco,0.01,0.0,0.0,0.0,0.01
16083,virtua tennis 3,Pc,2007.0,Sports,Sega,0.0,0.01,0.0,0.0,0.01
16084,pro angler moves,Ps3,2012.0,Sports,"Interworks Unlimited, Inc.",0.01,0.0,0.0,0.0,0.01
16085,sakura sakura: haru urara,Psp,2010.0,Adventure,Gn Software,0.0,0.0,0.01,0.0,0.01
16086,uta no * prince-sama: sweet serenade,Psp,2011.0,Adventure,Broccoli,0.0,0.0,0.01,0.0,0.01
16087,the legend of heroes: trails in the sky third chapter,Ps3,2013.0,Role-Playing,Falcom Corporation,0.0,0.0,0.01,0.0,0.01
16088,road trip: shifting gears,Gba,2002.0,Racing,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01
16089,"iza, shutsujin! koisen",Psp,2011.0,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01
16090,major dream: major wii nagero! gyroball!!,Wii,2008.0,Sports,Takara Tomy,0.0,0.0,0.01,0.0,0.01
16091,hiiro no kakera: shin tamayori hime denshou,Ps2,2009.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
16092,datenshi no amai yuuwaku x kaikan phrase,Ds,2010.0,Adventure,Furyu,0.0,0.0,0.01,0.0,0.01
16093,honda atv fever,Ds,2010.0,Racing,Storm City Games,0.01,0.0,0.0,0.0,0.01
16094,grooverider: slot car thunder,Xb,2003.0,Racing,Encore,0.01,0.0,0.0,0.0,0.01
16095,superstars v8 racing,X360,2009.0,Racing,Black Bean Games,0.0,0.01,0.0,0.0,0.01
16096,grand theft auto iii,Pc,2002.0,Action,Take-Two Interactive,0.0,0.01,0.0,0.0,0.01
16097,bakumatsu koihana: shinsengumi ds,Ds,2008.0,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01
16098,resident evil 5 hd,Ps4,2016.0,Action,Capcom,0.01,0.0,0.0,0.0,0.01
16099,miyako: awayuki no utage,Psp,2012.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01
16100,super pickups,Wii,2009.0,Racing,Xs Games,0.01,0.0,0.0,0.0,0.01
16101,ben 10 omniverse 2,X360,2013.0,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01
16102,rewrite,Psv,2014.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01
16103,konami classics vol. 2,X360,2009.0,Misc,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01
16104,aeon flux,Xb,2005.0,Action,Thq,0.01,0.0,0.0,0.0,0.01
16105,tobidase! kagaku-kun chikyuu daitanken! nazo no chinkai seibutsu ni idome!,Ds,2011.0,Misc,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
16106,kana: imouto,Psp,2010.0,Adventure,Cyberfront,0.0,0.0,0.01,0.0,0.01
16107,barbie and her sisters puppy rescue,Wiiu,2015.0,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01
16108,rock n' roll racing,Snes,1993.0,Racing,Interplay,0.0,0.0,0.01,0.0,0.01
16109,higurashi no naku koro ni iki,Ps3,2015.0,Action,Kaga Create,0.0,0.0,0.01,0.0,0.01
16110,marginal #4: idol of supernova,Psv,2014.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
16111,nodame cantabile,Ps2,2007.0,Misc,Banpresto,0.0,0.0,0.01,0.0,0.01
16112,paranormal pursuit: the gifted one,Pc,2015.0,Action,Alawar Entertainment,0.0,0.01,0.0,0.0,0.01
16113,dodonpachi saidaioujou,X360,2013.0,Shooter,Cave,0.0,0.0,0.01,0.0,0.01
16114,last escort: club katze,Ps2,2010.0,Adventure,D3Publisher,0.0,0.0,0.01,0.0,0.01
16115,1/2 summer +,Psp,2013.0,Adventure,Kaga Create,0.0,0.0,0.01,0.0,0.01
16116,winning post 7 maximum 2008,Ps3,2008.0,Sports,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
16117,psycho-pass,Xone,2014.0,Adventure,5Pb,0.0,0.0,0.01,0.0,0.01
16118,brain exercise with dr. kawashima,Pc,2009.0,Puzzle,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01
16119,tears to tiara: kakan no daichi portable,Psp,2010.0,Adventure,Aqua Plus,0.0,0.0,0.01,0.0,0.01
16120,games around the world,Ds,2010.0,Misc,Zoo Games,0.01,0.0,0.0,0.0,0.01
16121,football manager 2005,Pc,2004.0,Sports,Sega,0.0,0.01,0.0,0.0,0.01
16122,hitotsu tobashi renai v,Psv,2015.0,Adventure,Kaga Create,0.0,0.0,0.01,0.0,0.01
16123,ninja gaiden sigma 2,Psv,2013.0,Action,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
16124,turbo trainz,Wii,2012.0,Racing,Mastertronic,0.0,0.01,0.0,0.0,0.01
16125,theatre of war,Pc,2007.0,Strategy,Kalypso Media,0.0,0.01,0.0,0.0,0.01
16126,nintendogs and cats golden retriever and new friends,3Ds,2011.0,Action,Nintendo,0.0,0.01,0.0,0.0,0.01
16127,young justice: legacy,X360,2013.0,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01
16128,tantei jinguuji saburo ds: fuserareta shinjitsu,Ds,2009.0,Adventure,Arc System Works,0.0,0.0,0.01,0.0,0.01
16129,monster rancher advance 2,Gba,2002.0,Simulation,Tecmo Koei,0.01,0.0,0.0,0.0,0.01
16130,madden nfl 13,Ps3,2012.0,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.01
16131,voodoo chronicles: first sign,Pc,2011.0,Adventure,Valusoft,0.01,0.0,0.0,0.0,0.01
16132,umineko no naku koro ni portable 1,Psp,2011.0,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01
16133,dr. slump & arale-chan,Ds,2008.0,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
16134,geten no hana: yume akari,Psp,2014.0,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
16135,festa!! hyper girls party,Ps2,2006.0,Adventure,Kid,0.0,0.0,0.01,0.0,0.01
16136,collar x malice,Psv,2016.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01
16137,kikiite hajimaru: eigo kaiwa training - kikitore,Ds,2008.0,Misc,Benesse,0.0,0.0,0.01,0.0,0.01
16138,vanark,Ps,1999.0,Shooter,Jaleco,0.01,0.01,0.0,0.0,0.01
16139,dragon's dogma online: season 2,Ps4,2016.0,Action,Capcom,0.0,0.0,0.01,0.0,0.01
16140,game book ds: sword world 2.0,Ds,2009.0,Role-Playing,Broccoli,0.0,0.0,0.01,0.0,0.01
16141,wta tour tennis,Xb,2002.0,Sports,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01
16142,norn + nonette: last era,Psv,2015.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01
16143,blazblue: calamity trigger,Pc,2010.0,Fighting,Pqube,0.0,0.01,0.0,0.0,0.01
16144,furious karting,Xb,2003.0,Racing,Atari,0.01,0.0,0.0,0.0,0.01
16145,wsc real 09: world snooker championship,Ps3,2009.0,Sports,Deep Silver,0.0,0.01,0.0,0.0,0.01
16146,harry potter and the chamber of secrets,Pc,2002.0,Action,Electronic Arts,0.0,0.01,0.0,0.0,0.01
16147,pet shop monogatari ds 2,Ds,2010.0,Simulation,Taito,0.0,0.0,0.01,0.0,0.01
16148,mystery legends: beauty and the beast,Pc,2012.0,Puzzle,Focus Multimedia,0.0,0.01,0.0,0.0,0.01
16149,fuuraiki 3,Psv,2015.0,Action,Unknown,0.0,0.0,0.01,0.0,0.01
16150,chokkan! asonde relaxuma,Ds,2008.0,Action,Rocket Company,0.0,0.0,0.01,0.0,0.01
16151,hot wheels: stunt track challenge / world race,Gba,2006.0,Racing,"Destination Software, Inc",0.01,0.0,0.0,0.0,0.01
16152,minna no conveni,Ds,2010.0,Simulation,Taito,0.0,0.0,0.01,0.0,0.01
16153,accel world: kasoku no chouten,Psp,2013.0,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
16154,soulcalibur legends (jp sales),Wii,2007.0,Action,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
16155,izumo 2,Ps2,2006.0,Adventure,Gn Software,0.0,0.0,0.01,0.0,0.01
16156,entaku no seito: students of round,X360,2011.0,Role-Playing,Chunsoft,0.0,0.0,0.01,0.0,0.01
16157,bratz: forever diamondz,Ps2,2006.0,Adventure,Thq,0.01,0.01,0.0,0.0,0.01
16158,isshoni gohan. portable,Psp,2013.0,Adventure,Boost On,0.0,0.0,0.01,0.0,0.01
16159,pc engine best collention: ginga ojousama densetsu collection,Psp,2008.0,Adventure,Hudson Soft,0.0,0.0,0.01,0.0,0.01
16160,king of fighters 2002: unlimited match tougeki ver.,Ps2,2010.0,Fighting,Snk Playmore,0.0,0.0,0.01,0.0,0.01
16161,monkey madness: island escape,Ds,2010.0,Action,Storm City Games,0.01,0.0,0.0,0.0,0.01
16162,malice,Xb,2004.0,Platform,Evolved Games,0.01,0.0,0.0,0.0,0.01
16163,raven squad: operation hidden dagger,Pc,2009.0,Shooter,Evolved Games,0.01,0.0,0.0,0.0,0.01
16164,htol#niq: the firefly diary,Psv,2014.0,Platform,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01
16165,tiger woods pga tour 2005,Pc,2004.0,Sports,Electronic Arts,0.0,0.01,0.0,0.0,0.01
16166,deus ex,Pc,2000.0,Role-Playing,Eidos Interactive,0.0,0.01,0.0,0.0,0.01
16167,rosario to vampire: tanabata no miss youkai gakuen,Ds,2008.0,Adventure,Capcom,0.0,0.0,0.01,0.0,0.01
16168,ouka sengoku portable,Psp,2012.0,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01
16169,smiley world: island challenge,Ds,2009.0,Puzzle,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01
16170,order up!!,3Ds,2011.0,Action,Funbox Media,0.0,0.01,0.0,0.0,0.01
16171,wallace & gromit: curse of the were-rabbit,Xb,2005.0,Adventure,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01
16172,hanayamata: yosakoi live,Psv,2014.0,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
16173,shepherd's crossing,Psp,2009.0,Simulation,Success,0.0,0.0,0.01,0.0,0.01
16174,dark parables: the exiled prince,Pc,2011.0,Puzzle,Unknown,0.0,0.01,0.0,0.0,0.01
16175,military history: commander - europe at war,Ds,2009.0,Strategy,Slitherine Software,0.0,0.01,0.0,0.0,0.01
16176,tactics layer: ritina guard senki,Ds,2009.0,Strategy,D3Publisher,0.0,0.0,0.01,0.0,0.01
16177,we sing 80s,Wii,2012.0,Misc,Nordic Games,0.0,0.01,0.0,0.0,0.01
16178,republique,Ps4,2016.0,Action,Nippon Ichi Software,0.0,0.01,0.01,0.0,0.01
16179,san-x character channel: all-star daishuugou!,Ds,2008.0,Action,Mto,0.0,0.0,0.01,0.0,0.01
16180,rail simulator,Pc,2007.0,Simulation,Electronic Arts,0.0,0.01,0.0,0.0,0.01
16181,putty squad,Ps3,2013.0,Platform,System 3,0.0,0.01,0.0,0.0,0.01
16182,sega golf club: miyazato san kyoudai naizou,Ps3,2006.0,Sports,Sega,0.0,0.0,0.01,0.0,0.01
16183,rozen maiden: gebetgarten,Ps2,2007.0,Fighting,Taito,0.0,0.0,0.01,0.0,0.01
16184,resistance dual pack,Ps3,2011.0,Shooter,Sony Computer Entertainment,0.0,0.01,0.0,0.0,0.01
16185,princess arthur,Psp,2013.0,Misc,Idea Factory,0.0,0.0,0.01,0.0,0.01
16186,sakura-sou no pet na kanojo,Psp,2013.0,Adventure,Kadokawa Games,0.0,0.0,0.01,0.0,0.01
16187,fatal fury: battle archives volume 2 (jp sales),Ps2,2007.0,Fighting,Snk Playmore,0.0,0.0,0.01,0.0,0.01
16188,tantei jinguuji saburo: hai to diamond,Psp,2009.0,Adventure,Arc System Works,0.0,0.0,0.01,0.0,0.01
16189,battleforge,Pc,2009.0,Strategy,Electronic Arts,0.0,0.01,0.0,0.0,0.01
16190,jewel quest ii,Pc,2007.0,Puzzle,Avanquest,0.0,0.01,0.0,0.0,0.01
16191,toro to morimori,Ps3,2009.0,Misc,Sony Computer Entertainment,0.0,0.0,0.01,0.0,0.01
16192,sonic & all-stars racing transformed,Pc,2013.0,Racing,Sega,0.0,0.01,0.0,0.0,0.01
16193,satisfashion,Wii,2010.0,Misc,Destineer,0.01,0.0,0.0,0.0,0.01
16195,metal slug anthology,Ps2,2007.0,Shooter,Ignition Entertainment,0.0,0.0,0.01,0.0,0.01
16196,k-1 grand prix,Ps,1999.0,Fighting,Jaleco,0.01,0.01,0.0,0.0,0.01
16198,legoland,Pc,1999.0,Action,Lego Media,0.0,0.01,0.0,0.0,0.01
16199,rave master: special attack force!,Gba,2002.0,Fighting,Konami Digital Entertainment,0.01,0.0,0.0,0.0,0.01
16200,simple 2000 series vol. 120: the saigo no nippon tsuwamono,Ps2,2007.0,Strategy,D3Publisher,0.0,0.0,0.01,0.0,0.01
16202,casper,Gba,2002.0,Adventure,Microids,0.01,0.0,0.0,0.0,0.01
16203,hyakka yakou,Psv,2015.0,Action,Unknown,0.0,0.0,0.01,0.0,0.01
16204,adventure time: the secret of the nameless,X360,2014.0,Adventure,Little Orbit,0.01,0.0,0.0,0.0,0.01
16205,hakuoki: reimeiroku ds,Ds,2012.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01
16206,shin hayarigami 2,Psv,2016.0,Adventure,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01
16207,ro-kyu-bu! secret photo op,Psv,2014.0,Adventure,Kadokawa Games,0.0,0.0,0.01,0.0,0.01
16208,caladrius,X360,2013.0,Shooter,Moss,0.0,0.0,0.01,0.0,0.01
16209,who wants to be a millionaire: 2nd edition,Ds,2008.0,Misc,Ubisoft,0.0,0.01,0.0,0.0,0.01
16210,duel love: koisuru otome wa shouri no megami,Ds,2008.0,Adventure,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
16211,super robot monkey team: game boy advance video volume 1,Gba,2005.0,Misc,Nan,0.01,0.0,0.0,0.0,0.01
16212,freekstyle,Gba,2003.0,Racing,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01
16213,groovin' blocks,Wii,2009.0,Puzzle,Zoo Games,0.01,0.0,0.0,0.0,0.01
16214,tomoyo after: it's a wonderful life cs edition,Ps2,2007.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01
16215,gardening guide: how to get green fingers,Ds,2009.0,Misc,Mindscape,0.0,0.01,0.0,0.0,0.01
16216,aa megami-samaa,Ps2,2007.0,Adventure,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01
16217,bunmei kaika: aoiza ibunroku saien,Psp,2012.0,Action,Furyu,0.0,0.0,0.01,0.0,0.01
16218,tsukigime ranko's longest day,Ps3,2014.0,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01
16219,bakumatsu rock,Psp,2014.0,Action,Marvelous Entertainment,0.0,0.0,0.01,0.0,0.01
16220,far east of eden ii: manji maru,Ds,2006.0,Role-Playing,Hudson Soft,0.0,0.0,0.01,0.0,0.01
16221,family jockey,Wii,2008.0,Sports,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
16222,thunder alley,Gba,2004.0,Racing,Xs Games,0.01,0.0,0.0,0.0,0.01
16223,dynasty warriors: eiketsuden,Ps4,2016.0,Action,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
16224,spider-man: friend or foe,Pc,2007.0,Action,Activision,0.01,0.0,0.0,0.0,0.01
16225,carmageddon: max damage,Xone,2016.0,Action,Stainless Games,0.01,0.01,0.0,0.0,0.01
16226,nyaruko-san: nafushigatai game no you na mono,Psv,2013.0,Adventure,5Pb,0.0,0.0,0.01,0.0,0.01
16227,new interpretation stranger of sword city,Psv,2016.0,Role-Playing,Experience Inc.,0.0,0.0,0.01,0.0,0.01
16228,soshite kono uchuu ni kirameku kimi no shi xxx,Ps2,2007.0,Adventure,Datam Polystar,0.0,0.0,0.01,0.0,0.01
16229,victory spike,Ps,1996.0,Sports,Imagineer,0.0,0.0,0.01,0.0,0.01
16230,sengoku basara 2 heroes,Wii,2007.0,Action,Capcom,0.0,0.0,0.01,0.0,0.01
16231,double sequence: the q-virus invasion,Ds,2008.0,Puzzle,Zoo Digital Publishing,0.01,0.0,0.0,0.0,0.01
16233,hi hi puffy amiyumi: the genie & the amp,Ds,2006.0,Action,D3Publisher,0.01,0.0,0.0,0.0,0.01
16234,densetsu no yuusha no densetsu: legendary saga,Psp,2010.0,Role-Playing,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01
16235,zero no tsukaima: maigo no period to ikusen no symphony,Ps2,2008.0,Adventure,Marvelous Interactive,0.0,0.0,0.01,0.0,0.01
16236,marvel: ultimate alliance,Pc,2006.0,Role-Playing,Activision,0.01,0.0,0.0,0.0,0.01
16237,broken sword 5: the serpent's curse,Xone,2015.0,Adventure,Revolution Software,0.0,0.01,0.0,0.0,0.01
16238,shitsuji ga aruji o erabu toki,Psv,2016.0,Adventure,Unknown,0.0,0.0,0.01,0.0,0.01
16239,batman: a telltale game series,Ps3,2016.0,Adventure,Telltale Games,0.0,0.01,0.0,0.0,0.01
16240,hiiro no kakera: shin tamayori hime denshou portable,Psp,2010.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
16241,kao the kangaroo,Gba,2001.0,Platform,Titus,0.01,0.0,0.0,0.0,0.01
16242,builder's block,Ps,1999.0,Strategy,Eon Digital Entertainment,0.01,0.0,0.0,0.0,0.01
16243,seisou no amazones,3Ds,2013.0,Role-Playing,Arc System Works,0.0,0.0,0.01,0.0,0.01
16244,phantasy star online 2 episode 4: deluxe package,Psv,2017.0,Role-Playing,Sega,0.0,0.0,0.01,0.0,0.01
16245,f.e.a.r. perseus mandate,Pc,2007.0,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,0.01
16246,mahjong taikai iv,Ps3,2006.0,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
16247,valentino rossi: the game,Pc,2016.0,Racing,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01
16248,flatout: ultimate carnage,Pc,2008.0,Racing,Empire Interactive,0.0,0.01,0.0,0.0,0.01
16250,ultraman fighting evolution 0,Psp,2006.0,Fighting,Banpresto,0.0,0.0,0.01,0.0,0.01
16251,gokuhou!! mecha mote iinchou: girls motekawa box,Ds,2009.0,Simulation,Konami Digital Entertainment,0.0,0.0,0.01,0.0,0.01
16252,aquaman: battle for atlantis,Gc,2003.0,Action,Tdk Mediactive,0.01,0.0,0.0,0.0,0.01
16253,strider (2014),Ps3,2014.0,Platform,Capcom,0.0,0.0,0.01,0.0,0.01
16254,jinsei game q ds: shouwa no dekigoto,Ds,2007.0,Misc,Takara Tomy,0.0,0.0,0.01,0.0,0.01
16255,the book of unwritten tales 2,Wiiu,2016.0,Adventure,Nordic Games,0.0,0.01,0.0,0.0,0.01
16256,doraemon wii: himitsu douguou ketteisen!,Wii,2007.0,Misc,Sega,0.0,0.0,0.01,0.0,0.01
16257,goku makaimura kai,Psp,2007.0,Platform,Capcom,0.0,0.0,0.01,0.0,0.01
16258,no fate! only the power of will,X360,2010.0,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01
16259,conflict: denied ops,Pc,2008.0,Shooter,Eidos Interactive,0.0,0.01,0.0,0.0,0.01
16260,makai senki disgaea 3 append disc: raspberyl-hen hajime mashita,Ps3,2009.0,Role-Playing,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01
16261,championship manager 2010,Pc,2009.0,Sports,Eidos Interactive,0.0,0.01,0.0,0.0,0.01
16262,simple ds series vol. 41: the bakudan shori-han,Ds,2008.0,Action,D3Publisher,0.0,0.0,0.01,0.0,0.01
16263,paragon,Ps4,2016.0,Action,Epic Games,0.01,0.0,0.0,0.0,0.01
16264,naxat soft reachmania vol. 1: cr galaxy angel,Ps2,2008.0,Misc,Naxat Soft,0.0,0.0,0.01,0.0,0.01
16265,"hanayaka kana, ware ga ichizoku",Psp,2010.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
16266,mamoru-kun wa norowarete shimatta!,X360,2009.0,Shooter,G.Rev,0.0,0.0,0.01,0.0,0.01
16267,sengoku hime 2 arashi: hyakubana senran tatsukaze no gotoku,Psp,2010.0,Strategy,System Soft,0.0,0.0,0.01,0.0,0.01
16268,myself; yourself,Ps2,2007.0,Adventure,Yeti,0.0,0.0,0.01,0.0,0.01
16269,kurogane kaikitan,Psv,2015.0,Adventure,Minato Station,0.0,0.0,0.01,0.0,0.01
16270,starry ? sky: after autumn,Psp,2011.0,Misc,Aqua Plus,0.0,0.0,0.01,0.0,0.01
16271,dokuro,Psv,2012.0,Action,Gungho,0.0,0.0,0.01,0.0,0.01
16272,slide adventure: mag kid,Ds,2007.0,Action,Nintendo,0.0,0.0,0.01,0.0,0.01
16273,smuggler's run,Gba,2002.0,Racing,Rebellion,0.01,0.0,0.0,0.0,0.01
16274,the humans: meet the ancestors!,Ds,2009.0,Puzzle,Deep Silver,0.01,0.0,0.0,0.0,0.01
16275,chaos;head noah,Psv,2014.0,Adventure,5Pb,0.0,0.0,0.01,0.0,0.01
16276,battlestations: midway,Pc,2007.0,Strategy,Eidos Interactive,0.0,0.01,0.0,0.0,0.01
16277,farming simulator 15 expansion pack,Pc,2015.0,Action,Focus Home Interactive,0.0,0.01,0.0,0.0,0.01
16278,jan sangoku musou,Ps2,2006.0,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
16279,assetto corsa,Xone,2016.0,Racing,505 Games,0.0,0.01,0.0,0.0,0.01
16280,kono aozora ni yakusoku o: melody of the sun and sea,Ps2,2007.0,Adventure,Alchemist,0.0,0.0,0.01,0.0,0.01
16281,monster bomber,Ds,2006.0,Puzzle,505 Games,0.01,0.0,0.0,0.0,0.01
16282,rakushou! pachi-slot sengen 6: rio 2 cruising vanadis,Ps2,2009.0,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
16283,fatal fury: battle archives volume 1 (jp sales),Ps2,2006.0,Fighting,Ignition Entertainment,0.0,0.0,0.01,0.0,0.01
16284,ct special forces 2: back in the trenches,Gba,2003.0,Shooter,Lsp Games,0.01,0.0,0.0,0.0,0.01
16285,kamaitachi no yoru 2: tokubetsu hen,Psp,2006.0,Adventure,Chunsoft,0.0,0.0,0.01,0.0,0.01
16286,the chronicles of riddick: assault on dark athena,Pc,2009.0,Shooter,Vivendi Games,0.0,0.01,0.0,0.0,0.01
16287,the ultimate battle of the sexes,Wii,2010.0,Misc,Dtp Entertainment,0.01,0.01,0.0,0.0,0.01
16288,root double: before crime after days,X360,2012.0,Action,Yeti,0.0,0.0,0.01,0.0,0.01
16289,war for the overworld,Pc,2015.0,Strategy,Unknown,0.0,0.01,0.0,0.0,0.01
16290,timeshift,Pc,2007.0,Shooter,Vivendi Games,0.01,0.0,0.0,0.0,0.01
16291,ef - a fairy tale of the two.,Ps2,2010.0,Adventure,Comfort,0.0,0.0,0.01,0.0,0.01
16292,the train giant,Pc,2012.0,Strategy,Ascaron Entertainment,0.0,0.01,0.0,0.0,0.01
16293,sangoku koi senki: omoide gaeshi - cs edition,Psv,2016.0,Adventure,Prototype,0.0,0.0,0.01,0.0,0.01
16294,fairlylife: miracledays,Psp,2010.0,Adventure,Piacci,0.0,0.0,0.01,0.0,0.01
16295,surf's up,Gc,2007.0,Sports,Ubisoft,0.01,0.0,0.0,0.0,0.01
16296,jambo! safari animal rescue,Ds,2009.0,Simulation,Sega,0.01,0.0,0.0,0.0,0.01
16297,death connection portable,Psp,2011.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
16298,rainbow islands: revolution,Psp,2005.0,Action,Rising Star Games,0.01,0.0,0.0,0.0,0.01
16299,legend of kay anniversary,Wiiu,2015.0,Action,Nordic Games,0.0,0.01,0.0,0.0,0.01
16300,rakushou! pachi-slot sengen 4,Ps2,2006.0,Misc,Tecmo Koei,0.0,0.0,0.01,0.0,0.01
16301,nitroplus blasterz: heroines infinite duel,Ps3,2015.0,Fighting,Nitroplus,0.0,0.0,0.01,0.0,0.01
16302,moe moe 2-ji daisenryaku 2,Psp,2010.0,Strategy,System Soft,0.0,0.0,0.01,0.0,0.01
16303,tsuyo kiss 3 portable,Psp,2012.0,Action,Netrevo,0.0,0.0,0.01,0.0,0.01
16304,fireman sam: action stations,Ds,2013.0,Action,Avanquest Software,0.0,0.01,0.0,0.0,0.01
16305,tetris ultimate,Psv,2014.0,Puzzle,Ubisoft,0.0,0.01,0.0,0.0,0.01
16306,durarara!! relay,Psv,2015.0,Action,Kadokawa Games,0.0,0.0,0.01,0.0,0.01
16307,moto racer advance,Gba,2002.0,Racing,Ubisoft,0.01,0.0,0.0,0.0,0.01
16308,duel masters: shadow of the code,Gba,2004.0,Misc,Atari,0.01,0.0,0.0,0.0,0.01
16309,full auto 2: battlelines,Psp,2007.0,Racing,Sega,0.0,0.01,0.0,0.0,0.01
16311,army men: air combat - the elite missions,Gc,2003.0,Shooter,3Do,0.01,0.0,0.0,0.0,0.01
16312,rally championship,Gc,2003.0,Racing,Sci,0.01,0.0,0.0,0.0,0.01
16313,happy dance collection,Wii,2008.0,Misc,Namco Bandai Games,0.0,0.0,0.01,0.0,0.01
16314,space hulk,Psv,2015.0,Strategy,Funbox Media,0.0,0.01,0.0,0.0,0.01
16315,fuun shinsengumi bakumatsuden portable,Psp,2009.0,Action,From Software,0.01,0.0,0.0,0.0,0.01
16316,musou tourou,Psp,2009.0,Strategy,Nippon Ichi Software,0.0,0.0,0.01,0.0,0.01
16317,really? really! ds,Ds,2009.0,Adventure,Kadokawa Shoten,0.0,0.0,0.01,0.0,0.01
16318,gakuen hetalia,Ds,2012.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
16319,daiya no kuni no alice: wonderful mirror world,Psp,2013.0,Adventure,Quinrose,0.0,0.0,0.01,0.0,0.01
16320,touch detective 3: does funghi dream of bananas?,3Ds,2014.0,Adventure,Success,0.0,0.0,0.01,0.0,0.01
16321,dungeon explorer: warriors of ancient arts,Psp,2007.0,Role-Playing,Rising Star Games,0.01,0.0,0.0,0.0,0.01
16322,period cube: torikago no amadeus,Psv,2016.0,Action,Idea Factory,0.0,0.0,0.01,0.0,0.01
16323,tringo,Gba,2006.0,Puzzle,Liquid Games,0.01,0.0,0.0,0.0,0.01
16324,jam sessions: sing and play guitar (jp sales),Ds,2007.0,Misc,Ubisoft,0.0,0.0,0.01,0.0,0.01
16325,binary star,Psv,2014.0,Adventure,Idea Factory,0.0,0.0,0.01,0.0,0.01
16326,mxgp 2,Pc,2016.0,Racing,Milestone S.R.L.,0.0,0.01,0.0,0.0,0.01
16327,professional farmer 2016,Psv,2015.0,Action,Namco Bandai Games,0.0,0.01,0.0,0.0,0.01
16328,rallisport challenge(jp sales),Xb,2002.0,Racing,Microsoft Game Studios,0.0,0.0,0.01,0.0,0.01
16329,dragon quest x: all in one package,Wiiu,2015.0,Role-Playing,Square Enix,0.0,0.0,0.01,0.0,0.01
